codice articolo;codice magazzino;anno;ordinato cliente;ordinato fornitore;prenotato cliente;carico;scarico;inventario
8124;00;2018;0;0;0;0;0;0
8131;00;2018;0;0;0;0;0;0
8148;00;2018;0;0;0;0;0;0
8155;00;2018;0;0;0;0;0;0
8162;00;2018;0;0;0;0;0;0
8179;00;2018;0;0;0;0;0;0
8186;00;2018;0;0;0;0;0;0
8193;00;2018;0;0;0;0;0;0
8209;00;2018;0;0;0;0;0;0
8216;00;2018;0;0;0;0;0;0
8223;00;2018;0;0;0;0;0;0
8230;00;2018;0;0;0;0;0;0
8247;00;2018;0;0;0;0;0;0
8254;00;2018;0;0;0;0;0;0
8261;00;2018;0;0;0;0;0;0
8278;00;2018;0;0;0;0;0;0
8285;00;2018;0;0;0;0;0;0
8292;00;2018;0;0;0;0;0;0
8308;00;2018;0;0;0;0;0;0
8315;00;2018;0;0;0;0;0;0
8322;00;2018;0;0;0;0;0;0
8339;00;2018;0;0;0;0;0;0
8346;00;2018;0;0;0;0;0;0
8353;00;2018;0;0;0;0;0;0
8360;00;2018;0;0;0;0;0;0
8377;00;2018;0;0;0;0;0;0
8384;00;2018;0;0;0;0;0;0
8391;00;2018;0;0;0;0;0;0
8407;00;2018;0;0;0;0;0;0
8414;00;2018;0;0;0;0;0;0
8421;00;2018;0;0;0;0;0;0
8438;00;2018;0;0;0;0;0;2302
8445;00;2018;0;0;0;0;0;0
8452;00;2018;0;0;0;0;0;0
8469;00;2018;0;0;0;0;0;0
6755;00;2018;0;0;0;0;0;0
5376;00;2018;0;0;0;0;0;1932
8568;00;2018;0;0;0;0;0;0
9169;00;2018;0;0;0;0;0;0
8629;00;2018;0;0;0;0;0;0
8643;00;2018;0;0;0;0;0;0
8544;00;2018;0;0;0;0;0;6
8766;00;2018;0;0;0;0;0;0
8476;00;2018;0;0;0;0;0;-132
8704;00;2018;0;0;0;0;0;0
8681;00;2018;0;0;0;0;0;0
8698;00;2018;0;0;0;0;0;0
8711;00;2018;0;0;0;0;0;0
8582;00;2018;0;0;0;0;0;0
8605;00;2018;0;0;0;0;0;0
8599;00;2018;0;0;0;0;0;168
8612;00;2018;0;0;0;0;0;576
8667;00;2018;0;0;0;0;0;1
8674;00;2018;0;0;0;0;0;6
8728;00;2018;0;0;0;0;0;0
8735;00;2018;0;0;0;0;0;0
8841;00;2018;0;0;0;0;0;0
8858;00;2018;0;0;0;0;0;0
8964;00;2018;0;0;0;0;0;66
9145;00;2018;0;0;0;0;0;0
6779;00;2018;0;0;0;0;0;0
5574;00;2018;0;0;0;0;0;0
5550;00;2018;0;0;0;0;0;151
5543;00;2018;0;0;0;0;0;67
5567;00;2018;0;0;0;0;0;0
5581;00;2018;0;0;0;0;0;0
8551;00;2018;0;0;0;0;0;6
6762;00;2018;0;0;0;0;0;1192
8575;00;2018;0;0;0;0;0;0
9176;00;2018;0;0;0;0;0;552
8742;00;2018;0;0;0;0;0;0
9008;00;2018;0;0;0;0;0;70
8483;00;2018;0;0;0;0;0;4012
8490;00;2018;0;0;0;0;0;3998
8506;00;2018;0;0;0;0;0;3685
8513;00;2018;0;0;0;0;0;6781
8520;00;2018;0;0;0;0;0;1765
8537;00;2018;0;0;0;0;0;3985
8780;00;2018;0;0;0;0;0;10
8803;00;2018;0;0;0;0;0;0
8889;00;2018;0;0;0;0;0;0
8995;00;2018;0;0;0;0;0;0
8827;00;2018;0;0;0;0;0;49
8926;00;2018;0;0;0;0;0;92
9046;00;2018;0;0;0;0;0;17
8988;00;2018;0;0;0;0;0;25
8865;00;2018;0;0;0;0;0;10
9084;00;2018;0;0;0;0;0;1
9091;00;2018;0;0;0;0;0;0
8872;00;2018;0;0;0;0;0;240
8759;00;2018;0;0;0;0;0;0
8650;00;2018;0;0;0;0;0;0
8636;00;2018;0;0;0;0;0;0
8773;00;2018;0;0;0;0;0;0
8797;00;2018;0;0;0;0;0;0
8810;00;2018;0;0;0;0;0;528
9183;00;2018;0;0;0;0;0;0
9190;00;2018;0;0;0;0;0;0
9053;00;2018;0;0;0;0;0;0
8933;00;2018;0;0;0;0;0;0
9107;00;2018;0;0;0;0;0;0
8902;00;2018;0;0;0;0;0;0
8940;00;2018;0;0;0;0;0;40
9060;00;2018;0;0;0;0;0;3
9121;00;2018;0;0;0;0;0;0
8957;00;2018;0;0;0;0;0;90
8971;00;2018;0;0;0;0;0;336
8896;00;2018;0;0;0;0;0;0
9138;00;2018;0;0;0;0;0;0
6786;00;2018;0;0;0;0;0;89
6793;00;2018;0;0;0;0;0;90
6809;00;2018;0;0;0;0;0;66
6816;00;2018;0;0;0;0;0;72
9206;00;2018;0;0;0;0;0;0
9022;00;2018;0;0;0;0;0;11
9039;00;2018;0;0;0;0;0;0
9213;00;2018;0;0;0;0;0;0
9077;00;2018;0;0;0;0;0;0
2528;00;2018;0;0;0;0;0;681
3839;00;2018;0;0;0;0;0;-14
3846;00;2018;0;0;0;0;0;0
3853;00;2018;0;0;0;0;0;0
3860;00;2018;0;0;0;0;0;1524
0204;00;2018;0;0;0;0;0;1294
0211;00;2018;0;0;0;0;0;0
0228;00;2018;0;0;0;0;0;0
0235;00;2018;0;0;0;0;0;0
0242;00;2018;0;0;0;0;0;672
0259;00;2018;0;0;0;0;0;576
0266;00;2018;0;0;0;0;0;814
0273;00;2018;0;0;0;0;0;9406
0280;00;2018;0;0;0;0;0;3670
0297;00;2018;0;0;0;0;0;3478
0303;00;2018;0;0;0;0;0;1582
0310;00;2018;0;0;0;0;0;214
0327;00;2018;0;0;0;0;0;0
0334;00;2018;0;0;0;0;0;1006
0341;00;2018;0;0;0;0;0;406
0358;00;2018;0;0;0;0;0;384
0365;00;2018;0;0;0;0;0;1440
0372;00;2018;0;0;0;0;0;0
0389;00;2018;0;0;0;0;0;0
0396;00;2018;0;0;0;0;0;0
0402;00;2018;0;0;0;0;0;0
0419;00;2018;0;0;0;0;0;0
0426;00;2018;0;0;0;0;0;0
0433;00;2018;0;0;0;0;0;0
0440;00;2018;0;0;0;0;0;0
0457;00;2018;0;0;0;0;0;0
0464;00;2018;0;0;0;0;0;0
0471;00;2018;0;0;0;0;0;0
0488;00;2018;0;0;0;0;0;0
0495;00;2018;0;0;0;0;0;0
0501;00;2018;0;0;0;0;0;0
0518;00;2018;0;0;0;0;0;0
2450;00;2018;0;0;0;0;0;10896
3099;00;2018;0;0;0;0;0;6690
2665;00;2018;0;0;0;0;0;27624
0181;00;2018;0;0;0;0;0;385
0198;00;2018;0;0;0;0;0;-202
3877;00;2018;0;0;0;0;0;0
9381;00;2018;0;0;0;0;0;16607
9398;00;2018;0;6108;0;0;0;-2808
9404;00;2018;0;2880;0;0;0;3533
9411;00;2018;0;0;0;0;0;4669
9428;00;2018;0;0;0;0;0;4303
9435;00;2018;0;0;0;0;0;8398
9442;00;2018;0;0;0;0;0;4249
9459;00;2018;0;0;0;0;0;7772
9466;00;2018;0;0;0;0;0;10008
9473;00;2018;0;0;0;0;0;13114
2696;00;2018;0;0;0;0;0;12228
9480;00;2018;0;2880;0;0;0;5209
9497;00;2018;0;2880;0;0;0;5808
9503;00;2018;0;0;0;0;0;3156
9510;00;2018;0;0;0;0;0;3024
9527;00;2018;0;2160;0;0;0;4128
9534;00;2018;0;0;0;0;0;3588
9541;00;2018;0;0;0;0;0;948
9558;00;2018;0;2160;0;0;0;4121
9589;00;2018;0;0;0;0;0;600
9596;00;2018;0;0;0;0;0;576
9602;00;2018;0;0;0;0;0;900
9619;00;2018;0;0;0;0;0;504
9626;00;2018;0;0;0;0;0;1248
9633;00;2018;0;0;0;0;0;1791
9657;00;2018;0;0;0;0;0;774
9640;00;2018;0;0;0;0;0;1701
9664;00;2018;0;0;0;0;0;870
9671;00;2018;0;0;0;0;0;-196
9688;00;2018;0;0;0;0;0;2316
9701;00;2018;0;0;0;0;0;3121
9695;00;2018;0;0;0;0;0;3732
9916;00;2018;0;0;0;0;0;3553
9923;00;2018;0;0;0;0;0;1486
9930;00;2018;0;0;0;0;0;-2338
9947;00;2018;0;0;0;0;0;1657
9954;00;2018;0;0;0;0;0;4574
0129;00;2018;0;0;0;0;0;20
0112;00;2018;0;0;0;0;0;24
0136;00;2018;0;0;0;0;0;-2
0143;00;2018;0;0;0;0;0;107
0167;00;2018;0;0;0;0;0;84
0150;00;2018;0;0;0;0;0;0
0174;00;2018;0;0;0;0;0;869
0013;00;2018;0;480;0;0;0;722
0037;00;2018;0;960;0;0;0;264
0044;00;2018;0;0;0;0;0;1200
0051;00;2018;0;0;0;0;0;816
0068;00;2018;0;0;0;0;0;480
0075;00;2018;0;0;0;0;0;1044
0082;00;2018;0;0;0;0;0;600
0099;00;2018;0;0;0;0;0;568
3549;00;2018;0;0;0;0;0;88
8919;00;2018;0;0;0;0;0;0
9015;00;2018;0;0;0;0;0;1584
8834;00;2018;0;0;0;0;0;490
9114;00;2018;0;0;0;0;0;0
9152;00;2018;0;0;0;0;0;0
0525;00;2018;0;0;0;0;0;0
0532;00;2018;0;0;0;0;0;0
0549;00;2018;0;0;0;0;0;0
0556;00;2018;0;0;0;0;0;0
0563;00;2018;0;0;0;0;0;0
0570;00;2018;0;0;0;0;0;0
0587;00;2018;0;0;0;0;0;0
0594;00;2018;0;0;0;0;0;0
0600;00;2018;0;0;0;0;0;0
0617;00;2018;0;0;0;0;0;0
0624;00;2018;0;0;0;0;0;0
0655;00;2018;0;0;0;0;0;0
0662;00;2018;0;0;0;0;0;0
0686;00;2018;0;0;0;0;0;777
0693;00;2018;0;0;0;0;0;-93
0709;00;2018;0;0;0;0;0;1308
0747;00;2018;0;0;0;0;0;0
0754;00;2018;0;0;0;0;0;0
0716;00;2018;0;0;0;0;0;0
0761;00;2018;0;0;0;0;0;0
0778;00;2018;0;0;0;0;0;0
0846;00;2018;0;0;0;0;0;0
0853;00;2018;0;0;0;0;0;0
0860;00;2018;0;0;0;0;0;0
0877;00;2018;0;0;0;0;0;0
0723;00;2018;0;0;0;0;0;0
0730;00;2018;0;0;0;0;0;0
0785;00;2018;0;0;0;0;0;0
0792;00;2018;0;0;0;0;0;0
0808;00;2018;0;0;0;0;0;0
0815;00;2018;0;0;0;0;0;0
0822;00;2018;0;0;0;0;0;0
0839;00;2018;0;0;0;0;0;0
0884;00;2018;0;0;0;0;0;0
0891;00;2018;0;0;0;0;0;0
0907;00;2018;0;0;0;0;0;0
0914;00;2018;0;0;0;0;0;0
0921;00;2018;0;0;0;0;0;0
0938;00;2018;0;0;0;0;0;0
0945;00;2018;0;0;0;0;0;0
0952;00;2018;0;0;0;0;0;0
0969;00;2018;0;0;0;0;0;0
0976;00;2018;0;0;0;0;0;0
0983;00;2018;0;0;0;0;0;0
0990;00;2018;0;0;0;0;0;0
1003;00;2018;0;0;0;0;0;0
1010;00;2018;0;0;0;0;0;0
1027;00;2018;0;0;0;0;0;672
1034;00;2018;0;0;0;0;0;720
1041;00;2018;0;0;0;0;0;0
1058;00;2018;0;0;0;0;0;0
1065;00;2018;0;0;0;0;0;0
1072;00;2018;0;0;0;0;0;0
1089;00;2018;0;0;0;0;0;0
1096;00;2018;0;0;0;0;0;0
1102;00;2018;0;0;0;0;0;0
1119;00;2018;0;0;0;0;0;0
1126;00;2018;0;0;0;0;0;0
1133;00;2018;0;0;0;0;0;0
GPB1;00;2018;0;0;0;0;0;-10557
GPBD1;00;2018;0;0;0;0;0;0
1836;00;2018;0;0;0;0;0;696
1874;00;2018;0;0;0;0;0;3000
1911;00;2018;0;0;0;0;0;1476
1843;00;2018;0;0;0;0;0;528
1881;00;2018;0;0;0;0;0;1416
1928;00;2018;0;0;0;0;0;504
1850;00;2018;0;0;0;0;0;144
1898;00;2018;0;0;0;0;0;-144
1935;00;2018;0;0;0;0;0;288
1867;00;2018;0;0;0;0;0;0
1904;00;2018;0;0;0;0;0;4
1942;00;2018;0;0;0;0;0;0
1799;00;2018;0;0;0;0;0;0
1805;00;2018;0;0;0;0;0;0
1812;00;2018;0;0;0;0;0;0
1829;00;2018;0;0;0;0;0;0
1638;00;2018;0;0;0;0;0;0
1676;00;2018;0;0;0;0;0;0
1713;00;2018;0;0;0;0;0;0
1645;00;2018;0;0;0;0;0;0
1683;00;2018;0;0;0;0;0;0
1720;00;2018;0;0;0;0;0;0
1652;00;2018;0;0;0;0;0;0
1690;00;2018;0;0;0;0;0;0
1737;00;2018;0;0;0;0;0;0
1669;00;2018;0;0;0;0;0;0
1706;00;2018;0;0;0;0;0;0
1744;00;2018;0;0;0;0;0;0
1614;00;2018;0;0;0;0;0;-2509
1621;00;2018;0;0;0;0;0;-43
1607;00;2018;0;0;0;0;0;0
1751;00;2018;0;0;0;0;0;0
5383;00;2018;0;0;0;0;0;771
0821;00;2018;0;0;0;0;0;0
4249d;00;2018;0;0;0;0;0;0
4256d;00;2018;0;0;0;0;0;0
4263d;00;2018;0;0;0;0;0;0
4270d;00;2018;0;0;0;0;0;0
4287d;00;2018;0;0;0;0;0;0
4294d;00;2018;0;0;0;0;0;0
4317d;00;2018;0;0;0;0;0;0
4324d;00;2018;0;0;0;0;0;0
4331d;00;2018;0;0;0;0;0;0
4300d;00;2018;0;0;0;0;0;0
4898d;00;2018;0;0;0;0;0;0
4904d;00;2018;0;0;0;0;0;0
4911d;00;2018;0;0;0;0;0;0
4928d;00;2018;0;0;0;0;0;0
4935d;00;2018;0;0;0;0;0;0
4942d;00;2018;0;0;0;0;0;0
4959d;00;2018;0;0;0;0;0;0
4966d;00;2018;0;0;0;0;0;0
4973d;00;2018;0;0;0;0;0;0
4980d;00;2018;0;0;0;0;0;0
4997d;00;2018;0;0;0;0;0;0
5000d;00;2018;0;0;0;0;0;0
5017d;00;2018;0;0;0;0;0;0
5024d;00;2018;0;0;0;0;0;0
5031d;00;2018;0;0;0;0;0;0
5048d;00;2018;0;0;0;0;0;0
5055d;00;2018;0;0;0;0;0;0
5062d;00;2018;0;0;0;0;0;0
5079d;00;2018;0;0;0;0;0;0
5086d;00;2018;0;0;0;0;0;0
5093d;00;2018;0;0;0;0;0;0
5109d;00;2018;0;0;0;0;0;0
5185d;00;2018;0;0;0;0;0;0
5192d;00;2018;0;0;0;0;0;0
5208d;00;2018;0;0;0;0;0;0
5116d;00;2018;0;0;0;0;0;0
5123d;00;2018;0;0;0;0;0;0
5130d;00;2018;0;0;0;0;0;0
5147d;00;2018;0;0;0;0;0;0
5154d;00;2018;0;0;0;0;0;0
5161d;00;2018;0;0;0;0;0;0
5178d;00;2018;0;0;0;0;0;0
5444d;00;2018;0;0;0;0;0;0
5468d;00;2018;0;0;0;0;0;0
5475d;00;2018;0;0;0;0;0;0
5482d;00;2018;0;0;0;0;0;0
5499d;00;2018;0;0;0;0;0;0
5505d;00;2018;0;0;0;0;0;0
5512d;00;2018;0;0;0;0;0;0
5529d;00;2018;0;0;0;0;0;0
5536d;00;2018;0;0;0;0;0;0
CN90024;00;2018;0;0;0;0;0;0
CN90025;00;2018;0;0;0;0;0;0
CN90026;00;2018;0;0;0;0;0;0
CN90027;00;2018;0;0;0;0;0;0
CN90028;00;2018;0;0;0;0;0;0
CN90029;00;2018;0;0;0;0;0;0
CN90030;00;2018;0;0;0;0;0;0
CN90031;00;2018;0;0;0;0;0;0
CN90032;00;2018;0;0;0;0;0;0
CN90033;00;2018;0;0;0;0;0;0
CN90034;00;2018;0;0;0;0;0;0
CN90035;00;2018;0;0;0;0;0;0
CN90036;00;2018;0;0;0;0;0;0
CN90037;00;2018;0;0;0;0;0;0
CN90038;00;2018;0;0;0;0;0;0
CN90039;00;2018;0;0;0;0;0;0
CN90040;00;2018;0;0;0;0;0;0
CN90001;00;2018;0;0;0;0;0;0
CN90002;00;2018;0;0;0;0;0;0
CN90003;00;2018;0;0;0;0;0;0
CN90004;00;2018;0;0;0;0;0;0
CN90005;00;2018;0;0;0;0;0;0
CN90006;00;2018;0;0;0;0;0;0
CN90007;00;2018;0;0;0;0;0;0
CN90008;00;2018;0;0;0;0;0;0
CN90009;00;2018;0;0;0;0;0;0
CN90010;00;2018;0;0;0;0;0;0
CN90011;00;2018;0;0;0;0;0;0
CN90012;00;2018;0;0;0;0;0;0
CN90013;00;2018;0;0;0;0;0;0
CN90014;00;2018;0;0;0;0;0;0
CN90015;00;2018;0;0;0;0;0;0
CN90016;00;2018;0;0;0;0;0;0
CN90017;00;2018;0;0;0;0;0;0
CN90018;00;2018;0;0;0;0;0;0
CN90019;00;2018;0;0;0;0;0;0
CN90020;00;2018;0;0;0;0;0;0
CN90021;00;2018;0;0;0;0;0;0
CN90022;00;2018;0;0;0;0;0;0
CN90023;00;2018;0;0;0;0;0;0
2436;00;2018;0;0;0;0;0;-2509
1959;00;2018;0;0;0;0;0;0
0020;00;2018;0;480;0;0;0;865
8001d;00;2018;0;0;0;0;0;0
8094d;00;2018;0;0;0;0;0;0
8186d;00;2018;0;0;0;0;0;0
8278d;00;2018;0;0;0;0;0;0
8360d;00;2018;0;0;0;0;0;0
8452d;00;2018;0;0;0;0;0;0
9565;00;2018;0;0;0;0;0;1410
9572;00;2018;0;0;0;0;0;342
7936d;00;2018;0;0;0;0;0;0
7943d;00;2018;0;0;0;0;0;0
7950d;00;2018;0;0;0;0;0;0
7967d;00;2018;0;0;0;0;0;0
7974d;00;2018;0;0;0;0;0;0
7981d;00;2018;0;0;0;0;0;0
7998d;00;2018;0;0;0;0;0;0
8018d;00;2018;0;0;0;0;0;0
8025d;00;2018;0;0;0;0;0;0
8032d;00;2018;0;0;0;0;0;0
8049d;00;2018;0;0;0;0;0;0
8063d;00;2018;0;0;0;0;0;0
8070d;00;2018;0;0;0;0;0;0
8087d;00;2018;0;0;0;0;0;0
8100d;00;2018;0;0;0;0;0;0
8117d;00;2018;0;0;0;0;0;0
8155d;00;2018;0;0;0;0;0;0
8179d;00;2018;0;0;0;0;0;0
8193d;00;2018;0;0;0;0;0;0
8209d;00;2018;0;0;0;0;0;0
8223d;00;2018;0;0;0;0;0;0
8230d;00;2018;0;0;0;0;0;0
8247d;00;2018;0;0;0;0;0;0
8261d;00;2018;0;0;0;0;0;0
8285d;00;2018;0;0;0;0;0;0
8292d;00;2018;0;0;0;0;0;0
8315d;00;2018;0;0;0;0;0;0
8322d;00;2018;0;0;0;0;0;0
8339d;00;2018;0;0;0;0;0;0
8353d;00;2018;0;0;0;0;0;0
8384d;00;2018;0;0;0;0;0;0
8407d;00;2018;0;0;0;0;0;0
8414d;00;2018;0;0;0;0;0;0
8421d;00;2018;0;0;0;0;0;0
8438d;00;2018;0;0;0;0;0;0
8445d;00;2018;0;0;0;0;0;0
8469d;00;2018;0;0;0;0;0;0
1157;00;2018;0;0;0;0;0;0
1164;00;2018;0;0;0;0;0;0
1232;00;2018;0;0;0;0;0;12301
1300;00;2018;0;0;0;0;0;0
1515;00;2018;0;0;0;0;0;27768
1522;00;2018;0;0;0;0;0;-357
1539;00;2018;0;0;0;0;0;1500
1386;00;2018;0;0;0;0;0;760
1379;00;2018;0;0;0;0;0;277
1409;00;2018;0;0;0;0;0;445
1492;00;2018;0;0;0;0;0;72
1508;00;2018;0;0;0;0;0;3072
1171;00;2018;0;0;0;0;0;180
1287;00;2018;0;0;0;0;0;15
1591;00;2018;0;0;0;0;0;2808
1584;00;2018;0;0;0;0;0;36
9992;00;2018;0;0;0;0;0;0
9978;00;2018;0;0;0;0;0;-12
9961;00;2018;0;0;0;0;0;0
1485;00;2018;0;0;0;0;0;-96
2369;00;2018;0;0;0;0;0;0
2352;00;2018;0;0;0;0;0;0
2345;00;2018;0;0;0;0;0;0
2307;00;2018;0;0;0;0;0;0
2314;00;2018;0;0;0;0;0;0
2321;00;2018;0;0;0;0;0;0
2338;00;2018;0;0;0;0;0;0
2093;00;2018;0;0;0;0;0;2
2123;00;2018;0;0;0;0;0;6
2109;00;2018;0;0;0;0;0;3
2086;00;2018;0;0;0;0;0;0
2130;00;2018;0;0;0;0;0;0
2482;00;2018;0;0;0;0;0;0
5352;00;2018;0;0;0;0;0;89
8056d;00;2018;0;0;0;0;0;0
9985;00;2018;0;0;0;0;0;6
ESPOSITORE;00;2018;0;0;0;0;0;61
9800;00;2018;0;0;0;0;0;1077
8124d;00;2018;0;0;0;0;0;0
8148d;00;2018;0;0;0;0;0;0
8162d;00;2018;0;0;0;0;0;0
8216d;00;2018;0;0;0;0;0;0
8254d;00;2018;0;0;0;0;0;0
3426;00;2018;0;0;0;0;0;0
A70ROSSO;00;2018;0;0;0;0;0;-4160
A70 GIALLO;00;2018;0;0;0;0;0;0
9879;00;2018;0;0;0;0;0;0
9824;00;2018;0;0;0;0;0;0
9831;00;2018;0;0;0;0;0;0
9817;00;2018;0;0;0;0;0;0
9718;00;2018;0;0;0;0;0;0
9725;00;2018;0;0;0;0;0;0
9886;00;2018;0;0;0;0;0;0
9893;00;2018;0;0;0;0;0;0
9909;00;2018;0;0;0;0;0;0
2734;00;2018;0;0;0;0;0;0
2741;00;2018;0;0;0;0;0;2933
2550;00;2018;0;0;0;0;0;-767
2567;00;2018;0;0;0;0;0;-19
2574;00;2018;0;0;0;0;0;-24
2581;00;2018;0;0;0;0;0;-239
2598;00;2018;0;0;0;0;0;1008
2611;00;2018;0;0;0;0;0;174
2628;00;2018;0;0;0;0;0;2551
2635;00;2018;0;0;0;0;0;211
2680;00;2018;0;0;0;0;0;799
2697;00;2018;0;0;0;0;0;456
2703;00;2018;0;0;0;0;0;288
2710;00;2018;0;0;0;0;0;647
2727;00;2018;0;0;0;0;0;-177
9848;00;2018;0;0;0;0;0;0
2772;00;2018;0;0;0;0;0;0
2789;00;2018;0;0;0;0;0;0
2796;00;2018;0;0;0;0;0;0
2802;00;2018;0;0;0;0;0;0
2819;00;2018;0;0;0;0;0;2362
2826;00;2018;0;0;0;0;0;8532
3168;00;2018;0;0;0;0;0;912
3175;00;2018;0;0;0;0;0;4692
2758;00;2018;0;0;0;0;0;1668
2765;00;2018;0;0;0;0;0;18
2857;00;2018;0;0;0;0;0;5337
2864;00;2018;0;0;0;0;0;7476
2833;00;2018;0;0;0;0;0;1536
2840;00;2018;0;0;0;0;0;120
2871;00;2018;0;0;0;0;0;1152
2888;00;2018;0;0;0;0;0;4584
1286n;00;2018;0;0;0;0;0;0
01205001;00;2018;0;0;0;0;0;-14
9862;00;2018;0;0;0;0;0;20
8346d;00;2018;0;0;0;0;0;0
5390;00;2018;0;0;0;0;0;852
1217n;00;2018;0;0;0;0;0;0
1224n;00;2018;0;0;0;0;0;6136
3199;00;2018;0;0;0;0;0;0
3205;00;2018;0;0;0;0;0;0
3212;00;2018;0;0;0;0;0;0
3229;00;2018;0;0;0;0;0;0
2895;00;2018;0;0;0;0;0;0
2901;00;2018;0;0;0;0;0;1560
2918;00;2018;0;0;0;0;0;0
2925;00;2018;0;0;0;0;0;0
2932;00;2018;0;0;0;0;0;0
2949;00;2018;0;0;0;0;0;0
2956;00;2018;0;0;0;0;0;0
3250;00;2018;0;0;0;0;0;5351
8377d;00;2018;0;0;0;0;0;0
3298;00;2018;0;0;0;0;0;0
9855;00;2018;0;0;0;0;0;0
9251;00;2018;0;0;0;0;0;0
9282;00;2018;0;0;0;0;0;0
9275;00;2018;0;0;0;0;0;0
9336;00;2018;0;0;0;0;0;0
9305;00;2018;0;0;0;0;0;0
9299;00;2018;0;0;0;0;0;0
9343;00;2018;0;0;0;0;0;0
9312;00;2018;0;0;0;0;0;0
9329;00;2018;0;0;0;0;0;6160
9237;00;2018;0;0;0;0;0;-2840
9220;00;2018;0;0;0;0;0;-174
9244;00;2018;0;0;0;0;0;1020
9756;00;2018;0;0;0;0;0;8100
9749;00;2018;0;0;0;0;0;7800
6823;00;2018;0;0;0;0;0;1329
6830;00;2018;0;0;0;0;0;2656
9732;00;2018;0;0;0;0;0;1459
9374;00;2018;0;0;0;0;0;600
9367;00;2018;0;0;0;0;0;0
9763;00;2018;0;0;0;0;0;0
9794;00;2018;0;0;0;0;0;0
9350;00;2018;0;0;0;0;0;0
9268;00;2018;0;0;0;0;0;-1310
3236;00;2018;0;0;0;0;0;0
3243;00;2018;0;0;0;0;0;0
2536;00;2018;0;0;0;0;0;0
2529;00;2018;0;0;0;0;0;0
2543;00;2018;0;0;0;0;0;172
2499;00;2018;0;0;0;0;0;0
2031;00;2018;0;0;0;0;0;0
2222;00;2018;0;0;0;0;0;0
2215;00;2018;0;0;0;0;0;0
2468;00;2018;0;0;0;0;0;0
2475;00;2018;0;0;0;0;0;0
2079;00;2018;0;0;0;0;0;0
2161;00;2018;0;0;0;0;0;0
2420;00;2018;0;0;0;0;0;0
2284;00;2018;0;0;0;0;0;0
2116;00;2018;0;0;0;0;0;0
3373;00;2018;0;0;0;0;0;1918
3397;00;2018;0;0;0;0;0;0
3441;00;2018;0;0;0;0;0;1
3366;00;2018;0;0;0;0;0;5441
3380;00;2018;0;0;0;0;0;-8
3465;00;2018;0;0;0;0;0;0
3328;00;2018;0;0;0;0;0;1032
3335;00;2018;0;0;0;0;0;-59
3342;00;2018;0;0;0;0;0;681
3359;00;2018;0;0;0;0;0;1164
3311;00;2018;0;0;0;0;0;10493
2390;00;2018;0;0;0;0;0;0
2406;00;2018;0;0;0;0;0;0
2444;00;2018;0;0;0;0;0;0
2451;00;2018;0;0;0;0;0;0
1966;00;2018;0;0;0;0;0;3
1973;00;2018;0;0;0;0;0;0
1997;00;2018;0;0;0;0;0;0
2000;00;2018;0;0;0;0;0;0
2017;00;2018;0;0;0;0;0;0
2024;00;2018;0;0;0;0;0;0
2413;00;2018;0;0;0;0;0;0
2062;00;2018;0;0;0;0;0;0
2055;00;2018;0;0;0;0;0;0
2048;00;2018;0;0;0;0;0;0
3571;00;2018;0;0;0;0;0;0
3564;00;2018;0;0;0;0;0;10
3595;00;2018;0;0;0;0;0;-4
3601;00;2018;0;0;0;0;0;11
3588;00;2018;0;0;0;0;0;1
3618;00;2018;0;0;0;0;0;-6
3700;00;2018;0;0;0;0;0;0
9787;00;2018;0;0;0;0;0;0
2277;00;2018;0;0;0;0;0;0
2291;00;2018;0;0;0;0;0;0
3304;00;2018;0;0;0;0;0;0
2505;00;2018;0;0;0;0;0;0
3694;00;2018;0;0;0;0;0;0
3632;00;2018;0;0;0;0;0;-2
3649;00;2018;0;0;0;0;0;0
3625;00;2018;0;0;0;0;0;0
3663;00;2018;0;0;0;0;0;3
3656;00;2018;0;0;0;0;0;3
1100;00;2018;0;0;0;0;0;0
1117;00;2018;0;0;0;0;0;0
1124;00;2018;0;0;0;0;0;0
1018;00;2018;0;0;0;0;0;0
1025;00;2018;0;0;0;0;0;0
1032;00;2018;0;0;0;0;0;0
1049;00;2018;0;0;0;0;0;2120
1056;00;2018;0;0;0;0;0;2160
1063;00;2018;0;0;0;0;0;2160
1070;00;2018;0;0;0;0;0;9072
1087;00;2018;0;0;0;0;0;0
1094;00;2018;0;0;0;0;0;0
1001;00;2018;0;0;0;0;0;2160
1131;00;2018;0;0;0;0;0;0
1148;00;2018;0;0;0;0;0;0
1155;00;2018;0;0;0;0;0;0
1980;00;2018;0;0;0;0;0;0
2185;00;2018;0;0;0;0;0;0
2154;00;2018;0;0;0;0;0;0
2147;00;2018;0;0;0;0;0;0
3847;00;2018;0;0;0;0;0;0
3854;00;2018;0;0;0;0;0;0
2376;00;2018;0;0;0;0;0;0
2239;00;2018;0;0;0;0;0;0
2246;00;2018;0;0;0;0;0;0
3748;00;2018;0;0;0;0;0;0
2260;00;2018;0;0;0;0;0;0
2253;00;2018;0;0;0;0;0;0
3731;00;2018;0;0;0;0;0;0
3717;00;2018;0;0;0;0;0;0
3755;00;2018;0;0;0;0;0;0
3724;00;2018;0;0;0;0;0;0
3816;00;2018;0;0;0;0;0;0
3793;00;2018;0;0;0;0;0;0
3762;00;2018;0;0;0;0;0;0
3779;00;2018;0;0;0;0;0;0
