codice;codice alternativo;ean;codice padre;descrizione;descrizione aggiuntiva;unita misura;unita vendita;iva;dimensione;volume;dispo vincolante;richiede autenticazione;novita;online;nome img;extra1;extra2;extra3;colorhex;Lotto;note;data disponibilita;Data_scadenza;creazione;ultima modifica;pezzi_confezione;Punti_fedelta;categoria_provvigione
'3090';'8004995653090';'8004995653090';;'Cucchiai 12 Pz 6 Colori Assortiti';'Cucchiai 12 Pz 6 Colori Assortiti - quantita cartone: 144 pz - quantita sottoimballo: 24 pz';'PZ';144;22;;;'NO';'NO';'SI';'SI';;'144 pz';'24 pz';'010';;;;;'31/12/2030';'23/07/2012';'23/07/2012';144;;'010'
'3096';'8056459853096';'8056459853096';;'Pallone 12" 50 Pz  Colori Rosa';'Pallone 12" 50 Pz  Colori Rosa - quantita cartone: 48 pz';'PZ';48;22;;;'NO';'NO';'SI';'NO';;'48 pz';;'004';;;'thailandia';;'31/12/2030';'13/05/2014';'13/05/2014';48;;'004'
'3097';'8057018573097';'8057018573097';;'Bustine per alimenti 50 pz 40x60';'Bustine per alimenti 50 pz 40x60 - quantita cartone: 36 pz';'PZ';36;22;;;'NO';'NO';'SI';'SI';;'36 pz';'36 pz';'002';;;'63x44x16';;'31/12/2030';'29/03/2016';'29/03/2016';36;;'002'
'3099';'8032649253099';'8032649253099';;'Candelina Slim Multicolore 18pz';'Candelina Slim Multicolore 18pz - quantita cartone: 144 pz - quantita sottoimballo: 12 pz';'PZ';144;22;;;'NO';'NO';'SI';'SI';;'144 pz';'12 pz';'003';;;;;'31/12/2030';'25/03/2010';'25/03/2010';144;;'003'
'3103';'8057018573103';'8057018573103';;'Bustine per alimenti 25 pz 50x70';'Bustine per alimenti 25 pz 50x70 - quantita cartone: 36 pz';'PZ';36;22;;;'NO';'NO';'SI';'SI';;'36 pz';;'002';;;;;'31/12/2030';'29/03/2016';'29/03/2016';36;;'002'
'3105';'8032649253105';'8032649253105';;'Candelina Numero 0';'Candelina Numero 0 - quantita cartone: 144 pz - quantita sottoimballo: 12 pz';'PZ';144;22;;;'NO';'NO';'SI';'SI';;'144 pz';'12 pz';'003';;;;;'31/12/2030';'28/08/2008';'28/08/2008';144;;'003'
'3106';'8004995653106';'8004995653106';;'Forchette 12 pz 6 Colori Assortiti';'Forchette 12 pz 6 Colori Assortiti - quantita cartone: 144 pz - quantita sottoimballo: 24 pz';'PZ';144;22;;;'NO';'NO';'SI';'SI';;'144 pz';'24 pz';'010';;;;;'31/12/2030';'23/07/2012';'23/07/2012';144;;'010'
'3110';'8057018573110';'8057018573110';;'Fogli Trasparenti  Regalo 25 pz 100x130';'Fogli Trasparenti  Regalo 25 pz 100x130 - quantita cartone: 36 pz';'PZ';36;22;;;'NO';'NO';'SI';'SI';;'36 pz';;'002';;;;;'31/12/2030';'29/03/2016';'29/03/2016';36;;'002'
'3112';'8032649253112';'8032649253112';;'Candelina Numero 1';'Candelina Numero 1 - quantita cartone: 144 pz - quantita sottoimballo: 12 pz';'PZ';144;22;;;'NO';'NO';'SI';'SI';;'144 pz';'12 pz';'003';;;;;'31/12/2030';'28/08/2008';'28/08/2008';144;;'003'
'3113';'8004995653113';'8004995653113';;'Coltelli 12 pz 6 Colori Assortiti';'Coltelli 12 pz 6 Colori Assortiti - quantita cartone: 144 pz - quantita sottoimballo: 24 pz';'PZ';144;22;;;'NO';'NO';'SI';'SI';;'144 pz';'24 pz';'010';;;;;'31/12/2030';'23/07/2012';'23/07/2012';144;;'010'
'3119';'8056459853119';'8056459853119';;'Runner TNT  50 gr  40 cm  x 4 mt Fuxia';'Runner TNT  50 gr  40 cm  x 4 mt Fuxia - quantita cartone: 12 pz';'PZ';12;22;;;'NO';'NO';'SI';'SI';;'12 pz';;'010';;;'thailandia';;'31/12/2030';'13/05/2014';'13/05/2014';12;;'010'
'3120';'8004995653120';'8004995653120';;'Cucchiaini 18 Pz 6 Colori Assortiti';'Cucchiaini 18 Pz 6 Colori Assortiti - quantita cartone: 144 pz - quantita sottoimballo: 24 pz';'PZ';144;22;;;'NO';'NO';'SI';'SI';;'144 pz';'24 pz';'010';;;;;'31/12/2030';'23/07/2012';'23/07/2012';144;;'010'
'3126';'8056459853126';'8056459853126';;'Runner TNT  50 gr  40 cm  x 4 mt Verde M';'Runner TNT  50 gr  40 cm  x 4 mt Verde M - quantita cartone: 12 pz';'PZ';12;22;;;'NO';'NO';'SI';'SI';;'12 pz';;'010';;;;;'31/12/2030';'20/10/2014';'20/10/2014';12;;'010'
'3127';'8057018573127';'8057018573127';;'Mascherine Foto divertenti colori ass.';'Mascherine Foto divertenti colori ass. - quantita cartone: 72 pz - quantita sottoimballo: 12 pz';'PZ';72;22;;;'NO';'NO';'SI';'SI';;'72 pz';'12 pz';'011';;;;;'31/12/2030';'27/05/2016';'27/05/2016';72;;'011'
'3129';'8032649253129';'8032649253129';;'Candelina Numero 2';'Candelina Numero 2 - quantita cartone: 144 pz - quantita sottoimballo: 12 pz';'PZ';144;22;;;'NO';'NO';'SI';'SI';;'144 pz';'12 pz';'003';;;;;'31/12/2030';'28/08/2008';'28/08/2008';144;;'003'
'3133';'8056459853133';'8056459853133';;'Runner TNT  50 gr  40 cm  x 4 mt Verde ';'Runner TNT  50 gr  40 cm  x 4 mt Verde  - quantita cartone: 12 pz';'PZ';12;22;;;'NO';'NO';'SI';'SI';;'12 pz';;'010';;;;;'31/12/2030';'13/05/2014';'13/05/2014';12;;'010'
'3134';'8057018573134';'8057018573134';;'Candelina Happy Birthday Rigo Rosso n.0';'Candelina Happy Birthday Rigo Rosso n.0 - quantita cartone: 144 pz - quantita sottoimballo: 12 pz';'PZ';144;22;;;'NO';'NO';'SI';'SI';;'144 pz';'12 pz';'003';;;;;'31/12/2030';'22/08/2016';'22/08/2016';144;;'003'
'3136';'8032649253136';'8032649253136';;'Candelina Numero 3';'Candelina Numero 3 - quantita cartone: 144 pz - quantita sottoimballo: 12 pz';'PZ';144;22;;;'NO';'NO';'SI';'SI';;'144 pz';'12 pz';'003';;;;;'31/12/2030';'28/08/2008';'28/08/2008';144;;'003'
'3137';'8004995653137';'8004995653137';;'Piatti 6  6 pz Colori Assortiti';'Piatti 6  6 pz Colori Assortiti - quantita cartone: 15 pz';'PZ';15;22;;;'NO';'NO';'SI';'SI';;'15 pz';;'010';;;;;'31/12/2030';'23/07/2012';'23/07/2012';15;;'010'
'3140';'8056459853140';'8056459853140';;'Pallone 12" 50 Pz  Colore Rosso';'Pallone 12" 50 Pz  Colore Rosso - quantita cartone: 48 pz';'PZ';48;22;;;'NO';'NO';'SI';'NO';;'48 pz';;'004';;;'thailandia';;'31/12/2030';'13/05/2014';'13/05/2014';48;;'004'
'3141';'8057018573141';'8057018573141';;'Candelina Happy Birthday Rigo Rosso n.1';'Candelina Happy Birthday Rigo Rosso n.1 - quantita cartone: 144 pz - quantita sottoimballo: 12 pz';'PZ';144;22;;;'NO';'NO';'SI';'SI';;'144 pz';'12 pz';'003';;;;;'31/12/2030';'22/08/2016';'22/08/2016';144;;'003'
'3143';'8032649253143';'8032649253143';;'Candelina Numero 4';'Candelina Numero 4 - quantita cartone: 144 pz - quantita sottoimballo: 12 pz';'PZ';144;22;;;'NO';'NO';'SI';'SI';;'144 pz';'12 pz';'003';;;;'17/03/2018';'31/12/2030';'28/08/2008';'28/08/2008';144;;'003'
'3144';'8004995653144';'8004995653144';;'Piatti 8  6 pz Colori Assortiti';'Piatti 8  6 pz Colori Assortiti - quantita cartone: 24 pz';'PZ';24;22;;;'NO';'NO';'SI';'SI';;'24 pz';;'010';;;;;'31/12/2030';'23/07/2012';'23/07/2012';24;;'010'
'3150';'8032649253150';'8032649253150';;'Candelina Numero 5';'Candelina Numero 5 - quantita cartone: 144 pz - quantita sottoimballo: 12 pz';'PZ';144;22;;;'NO';'NO';'SI';'SI';;'144 pz';'12 pz';'003';;;;;'31/12/2030';'28/08/2008';'28/08/2008';144;;'003'
'3151';'8004995653152';'8004995653152';;'Piatti 10  6 pz Colori Assortiti';'Piatti 10  6 pz Colori Assortiti - quantita cartone: 15 pz';'PZ';15;22;;;'NO';'NO';'SI';'SI';;'15 pz';;'010';;;;;'31/12/2030';'23/07/2012';'23/07/2012';15;;'010'
'3157';'8056459853157';'8056459853157';;'Runner TNT  50 gr  40 cm  x 4 mt Rosso';'Runner TNT  50 gr  40 cm  x 4 mt Rosso - quantita cartone: 12 pz';'PZ';12;22;;;'NO';'NO';'SI';'SI';;'12 pz';;'010';;;;;'31/12/2030';'13/05/2014';'13/05/2014';12;;'010'
'3158';'8057018573158';'8057018573158';;'Candelina Happy Birthday Rigo Rosso n.2';'Candelina Happy Birthday Rigo Rosso n.2 - quantita cartone: 144 pz - quantita sottoimballo: 12 pz';'PZ';144;22;;;'NO';'NO';'SI';'SI';;'144 pz';'12 pz';'003';;;;;'31/12/2030';'22/08/2016';'22/08/2016';144;;'003'
'3164';'8056459853164';'8056459853164';;'Pallone 12" 50 Pz  Colore Nero';'Pallone 12" 50 Pz  Colore Nero - quantita cartone: 48 pz';'PZ';48;22;;;'NO';'NO';'SI';'NO';;'48 pz';;'004';;;'thailandia';;'31/12/2030';'13/05/2014';'13/05/2014';48;;'004'
'3165';'8057018573165';'8057018573165';;'Candelina Happy Birthday Rigo Rosso n.3';'Candelina Happy Birthday Rigo Rosso n.3 - quantita cartone: 144 pz - quantita sottoimballo: 12 pz';'PZ';144;22;;;'NO';'NO';'SI';'SI';;'144 pz';'12 pz';'003';;;;;'31/12/2030';'22/08/2016';'22/08/2016';144;;'003'
'3167';'8032649253167';'8032649253167';;'Candelina Numero 6';'Candelina Numero 6 - quantita cartone: 144 pz - quantita sottoimballo: 12 pz';'PZ';144;22;;;'NO';'NO';'SI';'SI';;'144 pz';'12 pz';'003';;;;;'31/12/2030';'28/08/2008';'28/08/2008';144;;'003'
'3168';'8004995653168';'8004995653168';;'Busta Sagomata 250gr Cappello Laurea ';'Busta Sagomata 250gr Cappello Laurea  - quantita cartone: 48 pz';'PZ';12;22;;;'NO';'NO';'SI';'SI';;'48 pz';'12 pz';'002';;;;;'31/12/2030';'18/11/2010';'18/11/2010';12;;'002'
'3171';'8056459853171';'8056459853171';;'Runner TNT  50 gr  40 cm  x 4 mt Celeste';'Runner TNT  50 gr  40 cm  x 4 mt Celeste - quantita cartone: 12 pz';'PZ';12;22;;;'NO';'NO';'SI';'SI';;'12 pz';;'010';;;;;'31/12/2030';'13/05/2014';'13/05/2014';12;;'010'
'3172';'8057018573172';'8057018573172';;'Candelina Happy Birthday Rigo Rosso n.4';'Candelina Happy Birthday Rigo Rosso n.4 - quantita cartone: 144 pz - quantita sottoimballo: 12 pz';'PZ';144;22;;;'NO';'NO';'SI';'SI';;'144 pz';'12 pz';'003';;;;;'31/12/2030';'22/08/2016';'22/08/2016';144;;'003'
'3174';'8032649253174';'8032649253174';;'Candelina Numero 7';'Candelina Numero 7 - quantita cartone: 144 pz - quantita sottoimballo: 12 pz';'PZ';144;22;;;'NO';'NO';'SI';'SI';;'144 pz';'12 pz';'003';;;;;'31/12/2030';'28/08/2008';'28/08/2008';144;;'003'
'3175';'8004995653175';'8004995653175';;'Busta Sagomata 250gr Vestito Sposo';'Busta Sagomata 250gr Vestito Sposo - quantita cartone: 48 pz';'PZ';12;22;;;'NO';'NO';'SI';'SI';;'48 pz';'12 pz';'002';;;;;'31/12/2030';'18/11/2010';'18/11/2010';12;;'002'
'3181';'8032649253181';'8032649253181';;'Candelina Numero 8';'Candelina Numero 8 - quantita cartone: 144 pz - quantita sottoimballo: 12 pz';'PZ';144;22;;;'NO';'NO';'SI';'SI';;'144 pz';'12 pz';'003';;;;;'31/12/2030';'28/08/2008';'28/08/2008';144;;'003'
'3182';'8004995653182';'8004995653182';;'Pallone 12 20pz  Colore Viola';'Pallone 12 20pz  Colore Viola - quantita cartone: 48 pz';'PZ';48;22;;;'NO';'NO';'SI';'NO';;'48 pz';;'004';;;;;'31/12/2030';'18/05/2013';'18/05/2013';48;;'004'
'3188';'8056459853188';'8056459853188';;'Runner TNT  50 gr  40 cm  x 4 mt Rosa';'Runner TNT  50 gr  40 cm  x 4 mt Rosa - quantita cartone: 12 pz';'PZ';12;22;;;'NO';'NO';'SI';'SI';;'12 pz';;'010';;;'thailandia';;'31/12/2030';'13/05/2014';'13/05/2014';12;;'010'
'3189';'8057018573189';'8057018573189';;'Candelina Happy Birthday Rigo Rosso n.5';'Candelina Happy Birthday Rigo Rosso n.5 - quantita cartone: 144 pz - quantita sottoimballo: 12 pz';'PZ';144;22;;;'NO';'NO';'SI';'SI';;'144 pz';'12 pz';'003';;;;;'31/12/2030';'22/08/2016';'22/08/2016';144;;'003'
'3195';'8056459853195';'8056459853195';;'Pallone 12" 50 Pz  Colore Assortiti';'Pallone 12" 50 Pz  Colore Assortiti - quantita cartone: 48 pz';'PZ';48;22;;;'NO';'NO';'SI';'NO';;'48 pz';;'004';;;'thailandia';;'31/12/2030';'13/05/2014';'13/05/2014';48;;'004'
'3196';'8057018573196';'8057018573196';;'Candelina Happy Birthday Rigo Rosso n.6';'Candelina Happy Birthday Rigo Rosso n.6 - quantita cartone: 144 pz - quantita sottoimballo: 12 pz';'PZ';144;22;;;'NO';'NO';'SI';'SI';;'144 pz';'12 pz';'003';;;;;'31/12/2030';'22/08/2016';'22/08/2016';144;;'003'
'3198';'8032649253198';'8032649253198';;'Candelina Numero 9';'Candelina Numero 9 - quantita cartone: 144 pz - quantita sottoimballo: 12 pz';'PZ';144;22;;;'NO';'NO';'SI';'SI';;'144 pz';'12 pz';'003';;;;;'31/12/2030';'28/08/2008';'28/08/2008';144;;'003'
'3199';'8004995653199';'8004995653199';;'Busta Sagomata 250gr Rosa ';'Busta Sagomata 250gr Rosa  - quantita cartone: 48 pz';'PZ';12;22;;;'NO';'NO';'SI';'NO';;'48 pz';'12 pz';'002';;;;;'31/12/2030';'07/12/2010';'07/12/2010';12;;'002'
'3201';'8056459853201';'8056459853201';;'Pallone 12" 50 Pz  Colore Bianco';'Pallone 12" 50 Pz  Colore Bianco - quantita cartone: 48 pz';'PZ';48;22;;;'NO';'NO';'SI';'NO';;'48 pz';;'004';;;'thailandia';;'31/12/2030';'13/05/2014';'13/05/2014';48;;'004'
'3202';'8057018573202';'8057018573202';;'Candelina Happy Birthday Rigo Rosso n.7';'Candelina Happy Birthday Rigo Rosso n.7 - quantita cartone: 144 pz - quantita sottoimballo: 12 pz';'PZ';144;22;;;'NO';'NO';'SI';'SI';;'144 pz';'12 pz';'003';;;;;'31/12/2030';'22/08/2016';'22/08/2016';144;;'003'
'3204';'8032649253204';'8032649253204';;'Candeline Spirale c/supporto 4 Pz';'Candeline Spirale c/supporto 4 Pz - quantita cartone: 72 pz - quantita sottoimballo: 12 pz';'PZ';72;22;;;'NO';'NO';'SI';'SI';;'72 pz';'12 pz';'003';;;;;'31/12/2030';'28/08/2008';'28/08/2008';72;;'003'
'3205';'8004995653205';'8004995653205';;'Busta Sagomata 250gr Cuori Cupido';'Busta Sagomata 250gr Cuori Cupido - quantita cartone: 48 pz';'PZ';12;22;;;'NO';'NO';'SI';'NO';;'48 pz';'12 pz';'002';;;;;'31/12/2030';'07/12/2010';'07/12/2010';12;;'002'
'3211';'8032649253211';'8032649253211';;'Trombette Lingua 50 pz ';'Trombette Lingua 50 pz  - quantita cartone: 24 pz';'PZ';24;22;;;'NO';'NO';'SI';'SI';;'24 pz';;'011';;;;;'31/12/2030';'10/03/2009';'10/03/2009';24;;'011'
'3212';'8004995653212';'8004995653212';;'Busta Sagomata 250gr 2 Cuori Innamorati';'Busta Sagomata 250gr 2 Cuori Innamorati - quantita cartone: 48 pz';'PZ';12;22;;;'NO';'NO';'SI';'NO';;'48 pz';'12 pz';'002';;;;;'31/12/2030';'07/12/2010';'07/12/2010';12;;'002'
'3218';'8056459853218';'8056459853218';;'Pallone 12 20 Pz  Colore Rosa';'Pallone 12 20 Pz  Colore Rosa - quantita cartone: 48 pz - quantita sottoimballo: 12 pz';'PZ';48;22;;;'NO';'NO';'SI';'SI';;'48 pz';'12 pz';'004';;;'thailandia';;'31/12/2030';'13/05/2014';'13/05/2014';48;;'004'
'3219';'8057018573219';'8057018573219';;'Candelina Happy Birthday Rigo Rosso n.8';'Candelina Happy Birthday Rigo Rosso n.8 - quantita cartone: 144 pz - quantita sottoimballo: 12 pz';'PZ';144;22;;;'NO';'NO';'SI';'SI';;'144 pz';'12 pz';'003';;;;;'31/12/2030';'22/08/2016';'22/08/2016';144;;'003'
'3225';'8056459853225';'8056459853225';;'Pallone 12 20 Pz  Colore Celeste';'Pallone 12 20 Pz  Colore Celeste - quantita cartone: 48 pz - quantita sottoimballo: 12 pz';'PZ';48;22;;;'NO';'NO';'SI';'SI';;'48 pz';'12 pz';'004';;;'thailandia';;'31/12/2030';'13/05/2014';'13/05/2014';48;;'004'
'3226';'8057018573226';'8057018573226';;'Candelina Happy Birthday Rigo Rosso n.9';'Candelina Happy Birthday Rigo Rosso n.9 - quantita cartone: 144 pz - quantita sottoimballo: 12 pz';'PZ';144;22;;;'NO';'NO';'SI';'SI';;'144 pz';'12 pz';'003';;;;;'31/12/2030';'22/08/2016';'22/08/2016';144;;'003'
'3228';'8032649253228';'8032649253228';;'Cartella Carnet Calcio Giallo Rosso';'Cartella Carnet Calcio Giallo Rosso - quantita cartone: 6 pz';'PZ';3;22;;;'NO';'NO';'SI';'NO';;'6 pz';'3 pz';'012';;;;;'31/12/2030';'13/10/2008';'13/10/2008';3;;'012'
'3229';'8004995653229';'8004995653229';;'Busta Sagomata 250gr Labbra';'Busta Sagomata 250gr Labbra - quantita cartone: 48 pz';'PZ';12;22;;;'NO';'NO';'SI';'NO';;'48 pz';'12 pz';'002';;;;;'31/12/2030';'07/12/2010';'07/12/2010';12;;'002'
'3232';'8056459853232';'8056459853232';;'Pallone 12 20 Pz  Colore Verde';'Pallone 12 20 Pz  Colore Verde - quantita cartone: 48 pz - quantita sottoimballo: 12 pz';'PZ';48;22;;;'NO';'NO';'SI';'SI';;'48 pz';'12 pz';'004';;;'thailandia';;'31/12/2030';'13/05/2014';'13/05/2014';48;;'004'
'3233';'8057018573233';'8057018573233';;'Candelina Happy Birthday Rigo Nero n.0';'Candelina Happy Birthday Rigo Nero n.0 - quantita cartone: 144 pz - quantita sottoimballo: 12 pz';'PZ';144;22;;;'NO';'NO';'SI';'SI';;'144 pz';'12 pz';'003';;;;;'31/12/2030';'22/08/2016';'22/08/2016';144;;'003'
'3235';'8032649253235';'8032649253235';;'Pallone Punch Ball 3 pz. Col. Assortiti';'Pallone Punch Ball 3 pz. Col. Assortiti - quantita cartone: 72 pz - quantita sottoimballo: 12 pz';'PZ';72;22;;;'NO';'NO';'SI';'SI';;'72 pz';'12 pz';'004';;;;;'31/12/2030';'28/08/2008';'28/08/2008';72;;'004'
'3236';'8004995653236';'8004995653236';;'Busta Sagomata Albero Natale Merry Cris.';'Busta Sagomata Albero Natale Merry Cris. - quantita cartone: 48 pz';'PZ';48;22;;;'NO';'NO';'SI';'NO';;'48 pz';;'002';;;;;'31/12/2030';'30/12/2010';'30/12/2010';48;;'002'
'3240';'8057018573240';'8057018573240';;'Candelina Happy Birthday Rigo Nero n.1';'Candelina Happy Birthday Rigo Nero n.1 - quantita cartone: 144 pz - quantita sottoimballo: 12 pz';'PZ';144;22;;;'NO';'NO';'SI';'SI';;'144 pz';'12 pz';'003';;;;;'31/12/2030';'22/08/2016';'22/08/2016';144;;'003'
'3242';'8032649253242';'8032649253242';;'Pallone Punch Ball 4 pz. Fluorescenti';'Pallone Punch Ball 4 pz. Fluorescenti - quantita cartone: 72 pz';'PZ';72;22;;;'NO';'NO';'SI';'NO';;'72 pz';;'004';;;;;'31/12/2030';'28/08/2008';'28/08/2008';72;;'004'
'3243';'8004995653243';'8004995653243';;'Busta Sagomata Cappello Babbo Natale';'Busta Sagomata Cappello Babbo Natale - quantita cartone: 48 pz';'PZ';48;22;;;'NO';'NO';'SI';'NO';;'48 pz';;'002';;;;;'31/12/2030';'30/12/2010';'30/12/2010';48;;'002'
'3249';'8056459853249';'8056459853249';;'Pallone 12 20 Pz  Colore Blu';'Pallone 12 20 Pz  Colore Blu - quantita cartone: 48 pz - quantita sottoimballo: 12 pz';'PZ';48;22;;;'NO';'NO';'SI';'SI';;'48 pz';'12 pz';'004';;;'thailandia';;'31/12/2030';'13/05/2014';'13/05/2014';48;;'004'
'3250';'8004995653250';'8004995653250';;'Tubo Spara Petali Tessuto Rosso 40cm ';'Tubo Spara Petali Tessuto Rosso 40cm  - quantita cartone: 48 pz';'PZ';48;22;;;'NO';'NO';'SI';'SI';;'48 pz';;'001';;;;;'31/12/2030';'21/12/2010';'21/12/2010';48;;'001'
'3256';'8056459853256';'8056459853256';;'Pallone 12 20 Pz  Colore Giallo';'Pallone 12 20 Pz  Colore Giallo - quantita cartone: 48 pz - quantita sottoimballo: 12 pz';'PZ';48;22;;;'NO';'NO';'SI';'SI';;'48 pz';'12 pz';'004';;;'thailandia';;'31/12/2030';'13/05/2014';'13/05/2014';48;;'004'
'3257';'8057018573257';'8057018573257';;'Candelina Happy Birthday Rigo Nero n.2';'Candelina Happy Birthday Rigo Nero n.2 - quantita cartone: 144 pz - quantita sottoimballo: 12 pz';'PZ';144;22;;;'NO';'NO';'SI';'SI';;'144 pz';'12 pz';'003';;;;;'31/12/2030';'22/08/2016';'22/08/2016';144;;'003'
'3259';'8032649253259';'8032649253259';;'Pallone Cuore Bian./Rosso 8pz.';'Pallone Cuore Bian./Rosso 8pz. - quantita cartone: 72 pz - quantita sottoimballo: 12 pz';'PZ';72;22;;;'NO';'NO';'SI';'SI';;'72 pz';'12 pz';'004';;;;;'31/12/2030';'28/08/2008';'28/08/2008';72;;'004'
'3263';'8056459853263';'8056459853263';;'Pallone 12 20  Pz  Colore Rosso';'Pallone 12 20  Pz  Colore Rosso - quantita cartone: 48 pz - quantita sottoimballo: 12 pz';'PZ';48;22;;;'NO';'NO';'SI';'SI';;'48 pz';'12 pz';'004';;;'thailandia';;'31/12/2030';'13/05/2014';'13/05/2014';48;;'004'
'3264';'8057018573264';'8057018573264';;'Candelina Happy Birthday Rigo Nero n.3';'Candelina Happy Birthday Rigo Nero n.3 - quantita cartone: 144 pz - quantita sottoimballo: 12 pz';'PZ';144;22;;;'NO';'NO';'SI';'SI';;'144 pz';'12 pz';'003';;;;;'31/12/2030';'22/08/2016';'22/08/2016';144;;'003'
'3266';'8032649253266';'8032649253266';;'Pallone Cuore 12 Rosso 8 pz.';'Pallone Cuore 12 Rosso 8 pz. - quantita cartone: 72 pz - quantita sottoimballo: 12 pz';'PZ';72;22;;;'NO';'NO';'SI';'SI';;'72 pz';'12 pz';'004';;;;;'31/12/2030';'28/08/2008';'28/08/2008';72;;'004'
'3267';'8004995653267';'8004995653267';;'Tubo Spara Petali Tessuto Rosa 40cm ';'Tubo Spara Petali Tessuto Rosa 40cm  - quantita cartone: 48 pz';'PZ';48;22;;;'NO';'NO';'SI';'SI';;'48 pz';;'001';;;;;'31/12/2030';'21/12/2010';'21/12/2010';48;;'001'
'3270';'8056459853270';'8056459853270';;'Pallone 12 20  Pz  Colore Arancio';'Pallone 12 20  Pz  Colore Arancio - quantita cartone: 48 pz - quantita sottoimballo: 12 pz';'PZ';48;22;;;'NO';'NO';'SI';'SI';;'48 pz';'12 pz';'004';;;'thailandia';;'31/12/2030';'13/05/2014';'13/05/2014';48;;'004'
'3271';'8057018573271';'8057018573271';;'Candelina Happy Birthday Rigo Nero n.4';'Candelina Happy Birthday Rigo Nero n.4 - quantita cartone: 144 pz - quantita sottoimballo: 12 pz';'PZ';144;22;;;'NO';'NO';'SI';'SI';;'144 pz';'12 pz';'003';;;;;'31/12/2030';'22/08/2016';'22/08/2016';144;;'003'
'3273';'8032649253273';'8032649253273';;'Pallone Cuore 12 Bianco 8 pz.';'Pallone Cuore 12 Bianco 8 pz. - quantita cartone: 72 pz - quantita sottoimballo: 12 pz';'PZ';72;22;;;'NO';'NO';'SI';'SI';;'72 pz';'12 pz';'004';;;;;'31/12/2030';'28/08/2008';'28/08/2008';72;;'004'
'3274';'8004995653274';'8004995653274';;'Tubo Spara Petali Tessuto Bianco 40cm ';'Tubo Spara Petali Tessuto Bianco 40cm  - quantita cartone: 48 pz';'PZ';48;22;;;'NO';'NO';'SI';'SI';;'48 pz';;'001';;;;;'31/12/2030';'21/12/2010';'21/12/2010';48;;'001'
'3280';'8032649253280';'8032649253280';;'Pallone Matrimonio 9 Metal. Bianco';'Pallone Matrimonio 9 Metal. Bianco - quantita cartone: 72 pz - quantita sottoimballo: 12 pz';'PZ';72;22;;;'NO';'NO';'SI';'SI';;'72 pz';'12 pz';'004';;;;;'31/12/2030';'28/08/2008';'28/08/2008';72;;'004'
'3281';'8004995653281';'8004995653281';;'Tovaglioli 20 pz. Color Glicine';'Tovaglioli 20 pz. Color Glicine - quantita cartone: 72 pz';'PZ';72;22;;;'NO';'NO';'SI';'NO';;'72 pz';;'010';;;;;'31/12/2030';'17/03/2011';'17/03/2011';72;;'010'
'3287';'8056459853287';'8056459853287';;'Pallone 12 20  Pz  Colore Nero';'Pallone 12 20  Pz  Colore Nero - quantita cartone: 48 pz - quantita sottoimballo: 12 pz';'PZ';48;22;;;'NO';'NO';'SI';'SI';;'48 pz';'12 pz';'004';;;'thailandia';;'31/12/2030';'13/05/2014';'13/05/2014';48;;'004'
'3288';'8057018573288';'8057018573288';;'Candelina Happy Birthday Rigo Nero n.5';'Candelina Happy Birthday Rigo Nero n.5 - quantita cartone: 144 pz - quantita sottoimballo: 12 pz';'PZ';144;22;;;'NO';'NO';'SI';'SI';;'144 pz';'12 pz';'003';;;;;'31/12/2030';'22/08/2016';'22/08/2016';144;;'003'
'3294';'8056459853294';'8056459853294';;'Pallone 12 20  Pz  Colore Viola';'Pallone 12 20  Pz  Colore Viola - quantita cartone: 48 pz - quantita sottoimballo: 12 pz';'PZ';48;22;;;'NO';'NO';'SI';'SI';;'48 pz';'12 pz';'004';;;'thailandia';;'31/12/2030';'13/05/2014';'13/05/2014';48;;'004'
'3295';'8057018573295';'8057018573295';;'Candelina Happy Birthday Rigo Nero n.6';'Candelina Happy Birthday Rigo Nero n.6 - quantita cartone: 144 pz - quantita sottoimballo: 12 pz';'PZ';144;22;;;'NO';'NO';'SI';'SI';;'144 pz';'12 pz';'003';;;;;'31/12/2030';'22/08/2016';'22/08/2016';144;;'003'
'3297';'8032649253297';'8032649253297';;'Pallone 9 Buon Compleanno Col. Ass. ';'Pallone 9 Buon Compleanno Col. Ass.  - quantita cartone: 72 pz';'PZ';72;22;;;'NO';'NO';'SI';'SI';;'72 pz';;'004';;;'10 Pz';;'31/12/2030';'28/08/2008';'28/08/2008';72;;'004'
'3298';'8004995653298';'8004995653298';;'Kit Stella Filante/Coriandoli gr. 100 ';'Kit Stella Filante/Coriandoli gr. 100  - quantita cartone: 1800 pz';'PZ';1800;22;;;'NO';'NO';'SI';'NO';;'1800 pz';;'019';;;;;'31/12/2030';'07/01/2011';'07/01/2011';1800;;'019'
'3300';'8056459853300';'8056459853300';;'Pallone 12 20  Pz  Colore Verde Acqua';'Pallone 12 20  Pz  Colore Verde Acqua - quantita cartone: 48 pz - quantita sottoimballo: 12 pz';'PZ';48;22;;;'NO';'NO';'SI';'SI';;'48 pz';'12 pz';'004';;;'thailandia';;'31/12/2030';'13/05/2014';'13/05/2014';48;;'004'
